ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7121035,HR529595,09/10/2009 02:30:00 PM,027XX N ELSTON AVE,0810,THEFT,OVER $500,SMALL RETAIL STORE,false,false,1432,014,1,22,06,1160206,1918257,2009,02/28/2018 03:56:25 PM,41.931403963,-87.686686143,"(41.931403963, -87.686686143)"
7121036,HR529737,09/10/2009 03:45:00 PM,022XX N MILWAUKEE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1431,014,1,22,06,1157772,1914776,2009,02/28/2018 03:56:25 PM,41.92190187,-87.6957258,"(41.92190187, -87.6957258)"
7121038,HR530146,09/10/2009 05:00:00 PM,028XX N SAWYER AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,1412,014,35,21,08A,1154222,1918689,2009,02/28/2018 03:56:25 PM,41.932711145,-87.708664795,"(41.932711145, -87.708664795)"
7121039,HR530131,09/10/2009 07:40:00 PM,051XX W MADISON ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1533,015,28,25,18,1142299,1899542,2009,02/28/2018 03:56:25 PM,41.880399655,-87.752957146,"(41.880399655, -87.752957146)"
7121040,HR529672,07/23/2009 08:15:00 PM,028XX S PRINCETON AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,2113,009,11,34,26,1174754,1885775,2009,02/28/2018 03:56:25 PM,41.841957946,-87.634197709,"(41.841957946, -87.634197709)"
7121041,HR529553,09/06/2009 09:00:00 PM,027XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2112,001,4,35,14,1178500,1886480,2009,02/28/2018 03:56:25 PM,41.843808017,-87.620429707,"(41.843808017, -87.620429707)"
7121043,HR529892,09/10/2009 09:00:00 AM,053XX S DREXEL AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,2131,002,5,41,05,1183147,1869871,2009,02/28/2018 03:56:25 PM,41.798124623,-87.603893839,"(41.798124623, -87.603893839)"
7121044,HR529814,09/10/2009 04:15:00 PM,043XX S GREENWOOD AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,2123,002,4,39,08A,1184316,1876447,2009,02/28/2018 03:56:25 PM,41.816142361,-87.599401026,"(41.816142361, -87.599401026)"
7121045,HR530071,09/10/2009 06:45:00 PM,005XX E 40TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,true,false,0213,002,4,38,26,1180719,1878345,2009,02/28/2018 03:56:25 PM,41.821434167,-87.612537024,"(41.821434167, -87.612537024)"
7121048,HR530074,09/10/2009 07:15:00 PM,111XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2233,022,34,49,18,1172967,1831077,2009,02/28/2018 03:56:25 PM,41.69189982,-87.642367883,"(41.69189982, -87.642367883)"
7121051,HR530097,09/10/2009 03:35:00 PM,074XX N WOLCOTT AVE,2027,NARCOTICS,POSS: CRACK,APARTMENT,true,false,2424,024,49,1,18,1162425,1949544,2009,02/28/2018 03:56:25 PM,42.017210554,-87.677651716,"(42.017210554, -87.677651716)"
7121052,HR530134,09/04/2009 11:06:00 PM,038XX N ALBANY AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,false,false,1733,017,33,16,26,1155038,1925317,2009,02/28/2018 03:56:25 PM,41.950882495,-87.705487664,"(41.950882495, -87.705487664)"
7121053,HR529636,09/10/2009 03:15:00 PM,087XX S ESCANABA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0423,004,10,46,08A,1196908,1847494,2009,02/28/2018 03:56:25 PM,41.73638915,-87.554174141,"(41.73638915, -87.554174141)"
7121054,HR530105,07/20/2009 07:00:00 PM,046XX N LAWNDALE AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,false,false,1723,017,33,14,17,1150888,1930529,2009,02/28/2018 03:56:25 PM,41.965267004,-87.720605923,"(41.965267004, -87.720605923)"
7121055,HR530085,09/10/2009 07:14:00 PM,0000X W 101ST ST,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0511,005,9,49,18,1177601,1837997,2009,02/28/2018 03:56:25 PM,41.710786022,-87.625193946,"(41.710786022, -87.625193946)"
7121056,HR529831,09/10/2009 04:33:00 PM,132XX S PRAIRIE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0533,005,9,54,08A,1180139,1817346,2009,02/28/2018 03:56:25 PM,41.654059026,-87.616528553,"(41.654059026, -87.616528553)"
7121058,HR530130,09/10/2009 07:30:00 PM,002XX W 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0512,005,34,49,18,1176658,1836645,2009,02/28/2018 03:56:25 PM,41.707097174,-87.628687906,"(41.707097174, -87.628687906)"
7121059,HR529837,09/10/2009 04:37:00 PM,015XX N FAIRFIELD AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,true,false,1423,014,26,24,15,1157806,1910052,2009,02/28/2018 03:56:25 PM,41.908938149,-87.695729915,"(41.908938149, -87.695729915)"
7121061,HR530092,09/10/2009 07:28:00 PM,0000X W 112TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,0522,005,34,49,06,1177944,1830702,2009,02/28/2018 03:56:25 PM,41.690759765,-87.624157804,"(41.690759765, -87.624157804)"
7121063,HR530066,09/10/2009 06:35:00 PM,0000X E CERMAK RD,2027,NARCOTICS,POSS: CRACK,STREET,true,false,0134,001,2,33,18,1177268,1889768,2009,02/28/2018 03:56:25 PM,41.852858496,-87.624851305,"(41.852858496, -87.624851305)"
7121064,HR530147,09/10/2009 06:30:00 PM,092XX S ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2221,022,21,73,18,1167290,1843536,2009,02/28/2018 03:56:25 PM,41.726212389,-87.662796973,"(41.726212389, -87.662796973)"
7121067,HR530126,09/09/2009 02:00:00 PM,114XX S PULASKI RD,0915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",OTHER,false,false,2211,022,19,74,07,1151750,1828526,2009,02/28/2018 03:56:25 PM,41.685340153,-87.7201134,"(41.685340153, -87.7201134)"
7121069,HR530040,09/10/2009 06:30:00 PM,029XX W 25TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1033,010,12,30,08B,1157202,1887262,2009,02/28/2018 03:56:25 PM,41.846412453,-87.698567915,"(41.846412453, -87.698567915)"
7121070,HR530159,09/10/2009 08:10:00 PM,063XX W FULLERTON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2512,025,29,19,18,1133601,1915262,2009,02/28/2018 03:56:25 PM,41.923694334,-87.78452659,"(41.923694334, -87.78452659)"
7121071,HR529773,09/10/2009 04:10:00 PM,087XX S ESCANABA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0423,004,10,46,08B,1196908,1847487,2009,02/28/2018 03:56:25 PM,41.736369941,-87.554174373,"(41.736369941, -87.554174373)"
7121072,HR530036,09/10/2009 06:26:00 PM,064XX N LEAVITT ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,2412,024,50,2,08B,1160473,1942645,2009,02/28/2018 03:56:25 PM,41.998320308,-87.685026849,"(41.998320308, -87.685026849)"
7121073,HR530099,09/10/2009 07:50:00 PM,061XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0313,003,20,42,18,1182619,1864499,2009,02/28/2018 03:56:25 PM,41.783395666,-87.605996752,"(41.783395666, -87.605996752)"
7121074,HR529830,09/10/2009 04:30:00 PM,098XX S CALHOUN AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0431,004,7,51,04B,1194762,1840151,2009,02/28/2018 03:56:25 PM,41.716292338,-87.562277168,"(41.716292338, -87.562277168)"
7121075,HR529708,09/10/2009 03:30:00 PM,052XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0915,009,16,61,14,1163918,1869626,2009,02/28/2018 03:56:25 PM,41.797878437,-87.674416872,"(41.797878437, -87.674416872)"
7121076,HR529962,09/10/2009 09:00:00 AM,075XX S COLFAX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0421,004,7,43,14,1194833,1855559,2009,02/28/2018 03:56:25 PM,41.758571453,-87.561511043,"(41.758571453, -87.561511043)"
7121077,HR529884,09/07/2009 03:00:00 AM,043XX S HONORE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0914,009,12,61,08B,1164743,1875897,2009,02/28/2018 03:56:25 PM,41.815069405,-87.671214287,"(41.815069405, -87.671214287)"
7121079,HR530124,09/09/2009 12:30:00 AM,096XX S BRENNAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0431,004,7,51,14,1193224,1841447,2009,02/28/2018 03:56:25 PM,41.719886348,-87.567867814,"(41.719886348, -87.567867814)"
7121080,HR529774,09/10/2009 04:24:00 PM,053XX S LAFLIN ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,true,false,0933,009,16,61,04B,1167244,1869275,2009,02/28/2018 03:56:25 PM,41.796844643,-87.66222991,"(41.796844643, -87.66222991)"
7121082,HR530120,09/10/2009 07:30:00 PM,068XX W DEVON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,true,1611,016,41,10,26,1129813,1941895,2009,02/28/2018 03:56:25 PM,41.996843829,-87.797833861,"(41.996843829, -87.797833861)"
7121084,HR530000,09/10/2009 06:05:00 PM,085XX S MARQUETTE AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,0423,004,7,46,08A,1195643,1848875,2009,02/28/2018 03:56:25 PM,41.740210061,-87.558763038,"(41.740210061, -87.558763038)"
7121085,HR529881,09/10/2009 05:20:00 PM,091XX S DREXEL AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,true,0413,004,8,47,08A,1184157,1844385,2009,02/28/2018 03:56:25 PM,41.728164988,-87.600985744,"(41.728164988, -87.600985744)"
7121087,HR530100,09/10/2009 07:15:00 PM,068XX N ASHLAND BLVD,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,2431,024,49,1,06,1164547,1945391,2009,02/28/2018 03:56:25 PM,42.005769776,-87.669961712,"(42.005769776, -87.669961712)"
4697568,HM299926,04/19/2006 12:55:00 PM,033XX W BRYN MAWR AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1712,017,40,13,08B,1153237,1937020,2006,02/28/2018 03:56:25 PM,41.983032271,-87.71179599,"(41.983032271, -87.71179599)"
7121089,HR530142,09/10/2009 07:40:00 PM,065XX S LANGLEY AVE,2900,WEAPONS VIOLATION,UNLAWFUL USE/SALE AIR RIFLE,"SCHOOL, PUBLIC, GROUNDS",true,false,0321,003,20,42,15,1182019,1861705,2009,02/28/2018 03:56:25 PM,41.775742574,-87.608282904,"(41.775742574, -87.608282904)"
7121090,HR530152,09/08/2009 03:00:00 PM,017XX E HAYES DR,0810,THEFT,OVER $500,STREET,false,false,0331,003,5,42,06,1188553,1863629,2009,02/28/2018 03:56:25 PM,41.780868518,-87.584268797,"(41.780868518, -87.584268797)"
7121091,HR530056,09/10/2009 07:00:00 PM,016XX E 87TH ST,0460,BATTERY,SIMPLE,DRUG STORE,true,false,0412,004,8,45,08B,1188659,1847618,2009,02/28/2018 03:56:25 PM,41.736930377,-87.584391221,"(41.736930377, -87.584391221)"
7121094,HR529889,09/10/2009 05:02:00 PM,008XX E 84TH ST,0890,THEFT,FROM BUILDING,APARTMENT,false,true,0632,006,8,44,06,1183201,1849464,2009,02/28/2018 03:56:25 PM,41.742124603,-87.604330128,"(41.742124603, -87.604330128)"
7121095,HR530154,09/10/2009 04:30:00 PM,117XX S SANGAMON ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0524,005,34,53,05,1172100,1827003,2009,02/28/2018 03:56:25 PM,41.68073915,-87.645661144,"(41.68073915, -87.645661144)"
7121097,HR529966,09/10/2009 02:30:00 PM,022XX S LAWNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1013,010,22,30,14,1152055,1888899,2009,02/28/2018 03:56:25 PM,41.851007422,-87.717414187,"(41.851007422, -87.717414187)"
7121100,HR530174,08/14/2009 12:00:00 PM,073XX S MAY ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0733,007,17,68,26,1169921,1856200,2009,02/28/2018 03:56:25 PM,41.760907501,-87.652792526,"(41.760907501, -87.652792526)"
7121101,HR530114,09/10/2009 06:47:00 PM,036XX W 16TH ST,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1014,010,24,29,08A,1152446,1891802,2009,02/28/2018 03:56:25 PM,41.858965893,-87.715902509,"(41.858965893, -87.715902509)"
7121102,HR530195,09/10/2009 01:00:00 PM,025XX W MARQUETTE RD,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0832,008,15,66,06,1160397,1860137,2009,02/28/2018 03:56:25 PM,41.77191266,-87.687590366,"(41.77191266, -87.687590366)"
7121104,HR530111,09/10/2009 07:30:00 AM,101XX S RHODES AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0511,005,9,49,05,1181700,1837813,2009,02/28/2018 03:56:25 PM,41.710187617,-87.61018834,"(41.710187617, -87.61018834)"
7121105,HR529677,09/09/2009 12:45:00 PM,134XX S BALTIMORE AVE,0460,BATTERY,SIMPLE,"SCHOOL, PRIVATE, GROUNDS",false,false,0433,004,10,55,08B,1199105,1816541,2009,02/28/2018 03:56:25 PM,41.651396287,-87.547160289,"(41.651396287, -87.547160289)"
7121106,HR529744,09/10/2009 03:40:00 PM,036XX E 98TH ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,false,false,0432,004,10,52,03,1202210,1840751,2009,02/28/2018 03:56:25 PM,41.71775251,-87.534979019,"(41.71775251, -87.534979019)"
7121107,HR530200,09/10/2009 08:15:00 PM,062XX S MAPLEWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ABANDONED BUILDING,true,false,0825,008,15,66,18,1160441,1863287,2009,02/28/2018 03:56:25 PM,41.780555798,-87.687342337,"(41.780555798, -87.687342337)"
7121110,HR530020,08/29/2009 04:00:00 AM,016XX W 79TH ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0611,006,21,71,06,1166613,1852321,2009,02/28/2018 03:56:25 PM,41.750334163,-87.66502699,"(41.750334163, -87.66502699)"
7121112,HR530115,09/10/2009 07:37:00 PM,008XX N LAVERGNE AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,true,false,1531,015,37,25,18,1142873,1904986,2009,02/28/2018 03:56:25 PM,41.895327973,-87.750713725,"(41.895327973, -87.750713725)"
7121113,HR530168,09/09/2009 05:00:00 PM,009XX W BELMONT AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,RESTAURANT,false,false,1932,019,44,6,26,1169596,1921441,2009,02/28/2018 03:56:25 PM,41.93994148,-87.652086737,"(41.93994148, -87.652086737)"
7121114,HR530045,09/10/2009 05:00:00 PM,004XX W 51ST ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,false,false,0934,009,3,61,03,1174126,1871113,2009,02/28/2018 03:56:25 PM,41.801738096,-87.636938353,"(41.801738096, -87.636938353)"
7121116,HR529541,09/09/2009 10:00:00 PM,016XX N KILDARE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,2534,025,30,23,05,1147472,1910575,2009,02/28/2018 03:56:25 PM,41.910577832,-87.733679067,"(41.910577832, -87.733679067)"
7121117,HR530179,09/10/2009 04:00:00 PM,009XX N ST LOUIS AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,1121,011,27,23,06,1152876,1905957,2009,02/28/2018 03:56:25 PM,41.897800218,-87.71394914,"(41.897800218, -87.71394914)"
7121119,HR528410,09/09/2009 07:50:00 PM,078XX S LAFLIN ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0612,006,17,71,18,1167477,1852693,2009,02/28/2018 03:56:25 PM,41.751336523,-87.661850256,"(41.751336523, -87.661850256)"
4697574,HM299931,04/19/2006 01:20:00 PM,036XX N MILWAUKEE AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",true,false,1731,017,38,16,08A,1146726,1923676,2006,02/28/2018 03:56:25 PM,41.946542477,-87.736084376,"(41.946542477, -87.736084376)"
4697587,HM297242,04/18/2006 05:15:32 AM,061XX S ST LAWRENCE AVE,0325,ROBBERY,VEHICULAR HIJACKING,STREET,false,false,0313,003,20,42,03,1181289,1864504,2006,02/28/2018 03:56:25 PM,41.783440155,-87.61087278,"(41.783440155, -87.61087278)"
7121120,HR529684,09/10/2009 01:00:00 PM,021XX N LOREL AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,2515,025,37,19,08A,1140374,1913637,2009,02/28/2018 03:56:25 PM,41.919113512,-87.759679574,"(41.919113512, -87.759679574)"
7121121,HR530078,09/10/2009 06:52:00 PM,093XX S JEFFERY AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,0413,004,8,48,03,1191145,1843337,2009,02/28/2018 03:56:25 PM,41.725123172,-87.575421538,"(41.725123172, -87.575421538)"
7121122,HR530087,09/08/2009 04:00:00 PM,053XX W RACE AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,1523,015,37,25,04B,1140747,1903039,2009,02/28/2018 03:56:25 PM,41.890024519,-87.758570007,"(41.890024519, -87.758570007)"
7121123,HR530139,09/10/2009 08:00:00 PM,047XX S EVANS AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0223,002,4,38,18,1182051,1873847,2009,02/28/2018 03:56:25 PM,41.809060544,-87.607789943,"(41.809060544, -87.607789943)"
7121124,HR530016,09/10/2009 06:10:00 PM,115XX S MORGAN ST,0560,ASSAULT,SIMPLE,STREET,false,false,0524,005,34,53,08A,1171736,1828004,2009,02/28/2018 03:56:25 PM,41.683494023,-87.646964374,"(41.683494023, -87.646964374)"
7121125,HR529909,09/10/2009 05:00:00 PM,049XX W HENDERSON ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,true,1634,016,38,15,26,1142910,1921820,2009,02/28/2018 03:56:25 PM,41.941521549,-87.750157396,"(41.941521549, -87.750157396)"
7121126,HR529878,09/10/2009 03:30:00 PM,010XX N RIDGEWAY AVE,0560,ASSAULT,SIMPLE,APARTMENT,false,false,1112,011,27,23,08A,1151190,1906738,2009,02/28/2018 03:56:25 PM,41.899976594,-87.720121179,"(41.899976594, -87.720121179)"
7121127,HR530150,09/10/2009 04:00:00 PM,007XX N LATROBE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1524,015,28,25,08B,1141228,1904299,2009,02/28/2018 03:56:25 PM,41.893473257,-87.756772441,"(41.893473257, -87.756772441)"
7121129,HR529844,09/10/2009 03:00:00 PM,016XX N AUSTIN AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,false,false,2531,025,29,25,06,1136158,1910304,2009,02/28/2018 03:56:25 PM,41.910043707,-87.775249587,"(41.910043707, -87.775249587)"
7121130,HR530026,09/09/2009 04:30:00 PM,015XX N MASON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),false,false,2531,025,29,25,07,1136408,1909595,2009,02/28/2018 03:56:25 PM,41.908093658,-87.774348146,"(41.908093658, -87.774348146)"
7121131,HR530203,09/10/2009 08:10:00 PM,055XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,true,false,1523,015,29,25,14,1139376,1900200,2009,02/28/2018 03:56:25 PM,41.882259032,-87.763674222,"(41.882259032, -87.763674222)"
7121133,HR529938,09/09/2009 06:30:00 PM,004XX E 41ST ST,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,NURSING HOME/RETIREMENT HOME,false,false,0213,002,3,38,04B,1179773,1877905,2009,02/28/2018 03:56:25 PM,41.820248497,-87.616020877,"(41.820248497, -87.616020877)"
7121134,HR529941,08/28/2007 09:00:00 AM,053XX W MONROE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1522,015,29,25,07,1140885,1899145,2007,02/28/2018 03:56:25 PM,41.879336358,-87.758159051,"(41.879336358, -87.758159051)"
7121135,HR530177,09/10/2009 07:45:00 PM,021XX N LATROBE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE PORCH/HALLWAY,false,true,2515,025,37,19,04A,1141038,1913736,2009,02/28/2018 03:56:25 PM,41.919372964,-87.757237483,"(41.919372964, -87.757237483)"
7121136,HR530140,09/10/2009 07:34:00 PM,029XX S DR MARTIN LUTHER KING JR DR,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,2112,001,2,35,03,1179288,1885690,2009,02/28/2018 03:56:25 PM,41.841622217,-87.617562101,"(41.841622217, -87.617562101)"
7121137,HR530069,09/10/2009 06:16:00 PM,029XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,1135,011,2,27,08B,1156910,1897227,2009,02/28/2018 03:56:25 PM,41.873763398,-87.699369505,"(41.873763398, -87.699369505)"
7121138,HR529666,09/10/2009 10:00:00 AM,057XX S ARTESIAN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0824,008,16,63,05,1161019,1866502,2009,02/28/2018 03:56:25 PM,41.789366258,-87.685134416,"(41.789366258, -87.685134416)"
7121139,HR530096,09/10/2009 07:13:00 PM,045XX W HARRISON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,false,false,1131,011,24,26,14,1146270,1896974,2009,02/28/2018 03:56:25 PM,41.873278141,-87.738441231,"(41.873278141, -87.738441231)"
7121140,HR530083,09/10/2009 06:50:00 PM,027XX N AUSTIN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,2512,025,29,19,04B,1135926,1917579,2009,02/28/2018 03:56:25 PM,41.930011294,-87.775928164,"(41.930011294, -87.775928164)"
7121141,HR530187,09/10/2009 08:00:00 PM,026XX N NORMANDY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2512,025,36,18,08B,1131308,1916680,2009,02/28/2018 03:56:25 PM,41.92762546,-87.792919269,"(41.92762546, -87.792919269)"
7121144,HR530138,09/09/2009 02:00:00 PM,065XX S HERMITAGE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,true,false,0725,007,15,67,07,1165795,1861268,2009,02/28/2018 03:56:25 PM,41.774903351,-87.667770847,"(41.774903351, -87.667770847)"
7121146,HR529959,09/10/2009 05:50:00 PM,120XX S INDIANA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0532,005,9,53,08B,1179739,1825247,2009,02/28/2018 03:56:25 PM,41.67574971,-87.617752105,"(41.67574971, -87.617752105)"
7121148,HR530170,09/10/2009 08:10:00 PM,011XX S ALBANY AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1134,011,28,29,18,1155865,1894997,2009,02/28/2018 03:56:25 PM,41.867665162,-87.703266353,"(41.867665162, -87.703266353)"
7121149,HR529956,09/10/2009 08:00:00 AM,010XX W HUBBARD ST,0810,THEFT,OVER $500,STREET,false,false,1323,012,27,24,06,1169490,1903251,2009,02/28/2018 03:56:25 PM,41.890029428,-87.653006633,"(41.890029428, -87.653006633)"
7121151,HR530049,09/10/2009 07:00:00 PM,030XX S HALSTED ST,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0923,009,11,60,08B,1171460,1884820,2009,02/28/2018 03:56:25 PM,41.839410287,-87.646313633,"(41.839410287, -87.646313633)"
7121153,HR530183,09/10/2009 08:20:00 PM,062XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0313,003,20,42,18,1182634,1863909,2009,02/28/2018 03:56:25 PM,41.781776304,-87.605960056,"(41.781776304, -87.605960056)"
7121154,HR530223,09/10/2009 03:45:00 PM,071XX S EGGLESTON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,0732,007,6,68,20,1174527,1857658,2009,02/28/2018 03:56:25 PM,41.764807193,-87.635867995,"(41.764807193, -87.635867995)"
7121155,HR529978,09/10/2009 06:20:00 PM,069XX S JUSTINE ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0734,007,17,67,06,1167202,1858716,2009,02/28/2018 03:56:25 PM,41.767870335,-87.662685931,"(41.767870335, -87.662685931)"
7121159,HR530234,09/10/2009 08:55:00 PM,026XX N MC VICKER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,2512,025,29,19,18,1135619,1916857,2009,02/28/2018 03:56:25 PM,41.928035516,-87.777073542,"(41.928035516, -87.777073542)"
7121160,HR530166,09/10/2009 07:58:00 PM,093XX S SAGINAW AVE,041A,BATTERY,AGGRAVATED: HANDGUN,ALLEY,false,false,0423,004,7,48,04B,1195507,1843566,2009,02/28/2018 03:56:25 PM,41.725645069,-87.559436213,"(41.725645069, -87.559436213)"
7121161,HR530091,09/10/2009 06:30:00 PM,026XX E 93RD ST,0460,BATTERY,SIMPLE,ALLEY,false,false,0423,004,7,48,08B,1195617,1843814,2009,02/28/2018 03:56:25 PM,41.726322889,-87.559025114,"(41.726322889, -87.559025114)"
7121162,HR530242,09/09/2009 11:30:00 PM,022XX W 111TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,2212,022,19,75,26,1163231,1830972,2009,02/28/2018 03:56:25 PM,41.691820466,-87.678015738,"(41.691820466, -87.678015738)"
7121163,HR530215,09/10/2009 07:45:00 PM,025XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,2512,025,36,19,06,1133317,1916205,2009,02/28/2018 03:56:25 PM,41.926287021,-87.785547998,"(41.926287021, -87.785547998)"
7121164,HR530224,09/10/2009 08:50:00 PM,049XX W MONTANA ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,2521,025,31,19,08B,1142988,1915851,2009,02/28/2018 03:56:25 PM,41.925140573,-87.750019975,"(41.925140573, -87.750019975)"
7121166,HR530230,09/10/2009 08:20:00 PM,005XX N TRUMBULL AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1121,011,27,23,18,1153284,1903433,2009,02/28/2018 03:56:25 PM,41.890866023,-87.712517667,"(41.890866023, -87.712517667)"
7121171,HR530184,09/10/2009 07:23:00 PM,068XX S ARTESIAN AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,0832,008,15,66,26,1161219,1859296,2009,02/28/2018 03:56:25 PM,41.769587861,-87.684600409,"(41.769587861, -87.684600409)"
